lead_id,credit_score,current_pincode,current_city,age_band,earning_per_month,credit_limit,credit_utilization,total_credit_cards,home_loan_amount,home_loan_balance_amount,total_home_loans,home_emi,total_cars,car_loan_amount,car_loan_balance_amount
lead_35750,828,560066,Bangalore,40-44,250K-300K,2410000,196959,10,3428908,3284672,1,,2,,
lead_43207,716,560068,Bangalore,45-49,200K-250K,0,135151,4,4200000,1177724,1,"24,481/Monthly",0,,
lead_43207,603,560068,Bangalore,45-49,200K-250K,0,135151,4,0,0,0,,0,,
lead_10331,879,560077,Bangalore,45-49,250K-300K,800000,1714,5,6440000,677105,2,"2,424/Monthly",1,,
lead_45915,770,560064,Bangalore,35-39,200K-250K,0,39,1,4063350,4024296,1,"33,091/Monthly",2,,
lead_44371,807,560068,Bangalore,35-39,150K and 200K,300000,103636,1,3535313,2208889,1,,0,,
lead_44749,855,560067,Bangalore,45-49,250K-300K,1639000,83285,8,3400000,2309372,1,"33,382/Monthly",1,,
lead_28254,754,560064,Bangalore,30-34,400K-500K,0,0,0,8693000,7140370,2,"1,493/Monthly",0,,
lead_3808,822,560043,Bangalore,40-44,400K-500K,25000,10807,1,8000000,6310408,1,"64,800/Monthly",2,,
lead_3808,791,560087,Bangalore,40-44,400K-500K,25000,13373,1,8000000,6345950,1,"64,800/Monthly",2,1700000,0
lead_45949,838,560060,Bangalore,35-39,150K-200K,400000,12834,3,3562461,2329560,1,"38,304/Monthly",0,,
lead_8240,833,560092,Bangalore,35-39,400K-500K,800000,15268,2,0,0,0,,0,,
lead_58081,867,560066,Bangalore,45-49,600K and Above,5170000,57143,4,0,0,0,,0,,
lead_29526,593,560064,Bangalore,35-39,300K-400K,0,0,0,0,0,0,,0,,
lead_10574,845,560077,Bangalore,45-49,600K and Above,200000,61346,1,13000000,11710358,1,"16,767/Monthly",0,,
lead_58307,852,560103,Bangalore,35-39,500K-600K,1522000,48292,2,4000000,37729,1,"37,990/Monthly",0,,
lead_58307,852,560103,Bangalore,35-39,500K-600K,1522000,48292,2,4000000,37729,1,"37,990/Monthly",1,684598.0,0.0
lead_49764,855,560076,Bangalore,45-49,500K-600K,2653625,286567,10,3000000,1162802,1,,1,,
lead_849,855,562110,Bangalore,40-44,300K-400K,100000,38627,2,7000000,5229576,1,"51,503/Monthly",1,589000.0,0.0
lead_58116,803,560087,Bangalore,35-39,400K-500K,1110000,18639,5,4095000,4094980,1,"35,797/Monthly",0,,
lead_30345,829,562110,Bangalore,40-44,300K-400K,1706083,90411,4,4500000,4024466,1,"35,402/Monthly",0,,
lead_30345,829,562110,Bangalore,40-44,300K-400K,1706083,90411,4,4500000,4024466,1,"35,402/Monthly",0,,
lead_41256,763,560049,Bangalore,40-44,200K and 250K,590000,189777,2,3000000,2876216,1,,0,,
lead_25270,828,562110,Bangalore,30-34,250K-300K,1130000,-2755,4,3000000,977649,1,"26,899/Monthly",1,350000.0,0.0
lead_41976,844,560049,Bangalore,35-39,200K-250K,360000,0,1,13780000,12543777,4,"4,314/Monthly",0,,
lead_46368,810,560068,Bangalore,35-39,150K-200K,0,0,0,6160000,5176207,2,"29,410/Monthly",1,,
lead_2114,838,560064,Bangalore,40-44,300K-400K,2461000,148406,7,7472494,6732419,1,,0,,
lead_47662,689,560066,Bangalore,40-44,200K-250K,753000,807094,6,7750000,7206953,2,"26,720/Monthly",0,,
lead_6799,869,560043,Bangalore,40-44,600K and Above,7055000,169117,10,6029782,707831,1,,2,1510000.0,0.0
lead_48188,789,560061,Bangalore,40-44,200K-250K,0,0,0,4033984,2675374,1,"37,998/Monthly",0,,
lead_31748,828,560064,Bangalore,30-34,250K-300K,315000,67334,3,5987720,5643170,1,"48,956/Monthly",1,430000.0,0.0
lead_25764,838,560077,Bangalore,40-44,300K-400K,722000,55269,4,7489000,6348481,1,"75,000/Monthly",0,,
lead_59094,710,560037,Bangalore,35-39,300K-400K,577000,348430,5,1650000,1773790,1,"15,028/Monthly",0,,
lead_62330,760,560034,Bangalore,40-44,600K and Above,112000,191052,11,22239224,17457044,2,"1,28,438/Monthly",0,,
lead_4941,823,560077,Bangalore,30-34,300K-400K,790000,4603,1,2000000,1918700,1,"18,309/Monthly",0,,
lead_39872,772,560043,Bangalore,45-49,150K-200K,420000,21301,5,3206347,2957404,1,"29,578/Monthly",1,,
lead_44515,766,560068,Bangalore,30-34,200K-250K,375000,234254,3,4470000,4395912,1,"39,218/Monthly",0,,
lead_53378,879,560064,Bangalore,40-44,600K and Above,6776433,1191916,16,0,0,0,,1,,
lead_39178,760,562110,Bangalore,35-39,250K-300K,500000,67222,1,0,0,0,,0,,
lead_57419,792,560037,Bangalore,45-49,400K-500K,3020000,53367,5,4491000,4178192,1,"43,831/Monthly",1,,
lead_14098,752,560076,Bangalore,35-39,300K-400K,1352000,1079265,3,0,0,0,,0,,
lead_14098,827,560100,Bangalore,40-44,500K-600K,1400000,176847,2,0,0,0,,5,,
lead_25693,799,560043,Bangalore,35-39,300K-400K,928000,47814,5,0,0,0,,0,,
lead_57616,861,560103,Bangalore,35-39,300K-400K,1108000,168084,5,4459653,-13694,1,,0,,
lead_380,14,560043,Bangalore,35-39,400K-500K,0,0,0,0,0,0,,0,,
lead_34818,606,560097,Bangalore,40-44,300K-400K,1907000,431698,16,0,0,0,,0,,
lead_34818,606,560097,Bangalore,40-44,300K-400K,1907000,431698,16,0,0,0,,1,300000.0,0.0
lead_57479,764,560102,Bangalore,45-49,400K-500K,2979000,792089,16,13716489,12276792,3,"24,461/Monthly",2,1409656.0,0.0
lead_45427,792,560066,Bangalore,40-44,200K-250K,418500,133279,3,4918866,-370,1,,0,,
lead_45427,857,560066,Bangalore,45-49,200K-250K,818500,39826,4,4892603,-370,1,,0,,
lead_54759,744,502032,Sangareddy,45-49,100K and 150K,0,0,0,0,0,0,,1,,
lead_54759,595,502032,Sangareddy,45-49,100K and 150K,0,0,0,0,0,0,,1,500000.0,206135.0
lead_56720,722,500013,Hyderabad,45-49,50K-60K,0,0,0,0,0,0,,0,,
lead_56720,707,500013,Hyderabad,45-49,40K-50K,0,0,0,0,0,0,,0,,
lead_62645,797,500050,Hyderabad,30-34,80K-100K,184000,41399,1,0,0,0,,1,,
lead_62645,771,500050,Hyderabad,30-34,80K-100K,184000,100348,1,0,0,0,,1,340000.0,0.0
lead_50013,754,500074,Rangareddy,30-34,50K-60K,226000,-225,3,0,0,0,,0,,
lead_50013,804,500074,Rangareddy,30-34,100K and 150K,226000,-225,3,0,0,0,,1,1315000.0,1285824.0
lead_53954,649,500044,Hyderabad,30-34,40K-50K,312400,141540,4,0,0,0,,0,,
lead_53954,659,500044,Hyderabad,30-34,40K-50K,155000,150574,2,0,0,0,,0,,
lead_55784,829,500006,Hyderabad,35-39,150K-200K,870000,0,6,0,0,0,,0,,
lead_55784,829,500006,Hyderabad,35-39,150K-200K,820000,0,5,0,0,0,,0,,
lead_56322,730,500057,Hyderabad,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_56322,742,500057,Hyderabad,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_57011,510,500002,Hyderabad,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_57011,510,500002,Hyderabad,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_54201,510,500036,Rangareddy,30-34,30K-40K,0,0,0,0,0,0,,0,,
lead_54201,510,500036,Rangareddy,55-59,30K-40K,0,0,0,0,0,0,,0,,
lead_50014,770,500055,Hyderabad,40-44,40K-50K,38000,20358,1,0,0,0,,0,,
lead_50014,770,500055,Hyderabad,40-44,60K-70K,124000,86230,1,0,0,0,,0,,
lead_55673,510,500062,Hyderabad,35-39,Less than 30K,170000,15797,4,0,0,0,,0,,
lead_55673,510,500062,Hyderabad,35-39,Less than 30K,170000,94700,5,0,0,0,,0,,
lead_54748,732,500028,Hyderabad,40-44,30K-40K,0,0,0,0,0,0,,0,,
lead_54748,735,500028,Hyderabad,40-44,30K-40K,0,0,0,0,0,0,,0,,
lead_55581,763,560001,Bangalore,40-44,250K-300K,1573000,477929,13,0,0,0,,0,,
lead_55581,789,560001,Bangalore,40-44,250K-300K,1773000,537911,14,0,0,0,,0,,
lead_56573,16,500076,Rangareddy,50-54,40K-50K,0,0,0,0,0,0,,0,,
lead_56573,16,500076,Rangareddy,50-54,40K-50K,0,0,0,0,0,0,,0,,
lead_54687,760,500083,Rangareddy,40-44,150K-200K,573000,133510,5,3500000,2619655,1,"27,922/Monthly",0,,
lead_54687,742,523302,Prakasam,40-44,150K-200K,348000,92318,4,3500000,2589187,1,"27,922/Monthly",0,,
lead_62503,780,500072,Hyderabad,25-29,50K-60K,124000,17337,3,0,0,0,,0,,
lead_62503,780,500072,Hyderabad,25-29,50K-60K,124000,48973,3,0,0,0,,0,,
lead_40054,829,562149,Bangalore,35-39,250K-300K,625000,0,2,0,0,0,,0,,
lead_57225,510,500058,Rangareddy,40-44,40K-50K,0,0,0,0,0,0,,0,,
lead_57225,510,500058,Rangareddy,45-49,40K-50K,0,0,0,0,0,0,,0,,
lead_54101,510,524305,Nellore,35-39,60K-70K,284000,204592,4,0,0,0,,0,,
lead_54519,800,500024,Hyderabad,35-39,40K-50K,187000,1234,3,0,0,0,,0,,
lead_54519,790,500024,Hyderabad,35-39,40K-50K,187000,0,3,0,0,0,,0,,
lead_54808,814,500104,Rangareddy,40-44,60K-70K,0,30815,1,0,0,0,,0,,
lead_54808,814,500104,Rangareddy,40-44,80K-100K,0,30815,1,0,0,0,,0,,
lead_57215,571,509001,Mahabub Nagar,40-44,100K and 150K,0,0,0,0,0,0,,2,,
lead_57215,571,509001,Mahabub Nagar,40-44,100K and 150K,0,0,0,0,0,0,,2,1352000.0,1844519.0
lead_38287,823,560049,Bangalore,25-29,250K-300K,590000,25696,2,0,0,0,,0,,
lead_56981,510,500082,Hyderabad,45-49,50K-60K,90000,-80,1,0,0,0,,0,,
lead_56981,510,500010,Hyderabad,45-49,50K-60K,90000,-80,1,0,0,0,,0,,
lead_53530,845,560001,Bangalore,45-49,600K and Above,3207200,132313,5,0,0,0,,1,,
lead_53426,830,262302,Pilibhit,40-44,500K-600K,6546000,175875,19,2999000,2495805,1,"22,109/Monthly",1,,
lead_53426,830,560068,Bangalore,40-44,500K-600K,6546000,200586,19,2999000,2495805,1,"22,109/Monthly",1,,
lead_4688,799,560045,Bangalore,25-29,250K-300K,150000,8099,1,0,0,0,,0,,
lead_49835,794,560025,Bangalore,30-34,500K-600K,266000,47162,2,11875000,11852655,1,"97,226/Monthly",0,,
lead_26422,818,562149,Bangalore,35-39,600K and Above,1650000,13769,5,8185000,4556831,2,"31,556/Monthly",0,,
lead_57703,809,560067,Bangalore,30-34,300K-400K,660000,22405,1,4000000,3474083,1,"49,702/Monthly",0,,
lead_46210,732,560064,Bangalore,35-39,200K and 250K,122500,1180,2,4652564,4254207,1,,0,,
lead_36995,757,560043,Bangalore,30-34,150K and 200K,462000,277571,3,0,0,0,,0,,
lead_36995,783,524413,Nellore,30-34,150K-200K,462000,81325,3,0,0,0,,0,,
lead_55070,557,500015,Hyderabad,60 and Above,80K-100K,0,0,0,0,0,0,,3,,
lead_55070,537,500015,Hyderabad,Less than 20,80K-100K,0,0,0,0,0,0,,3,2282371.0,0.0
lead_57075,510,522601,Guntur,45-49,80K-100K,281000,416076,5,0,0,0,,0,,
lead_57075,576,522601,Guntur,45-49,80K-100K,281000,517638,5,0,0,0,,0,,
lead_54804,18,781008,Kamrup Metropolitan,60 and Above,70K-80K,0,0,0,0,0,0,,0,,
lead_54804,18,781008,Kamrup Metropolitan,20-24,80K-100K,0,0,0,0,0,0,,0,,
lead_49891,753,500055,Hyderabad,45-49,60K-70K,0,0,0,0,0,0,,0,,
lead_49891,758,500055,Hyderabad,45-49,70K-80K,0,0,0,0,0,0,,0,,
lead_54006,713,502300,Sangareddy,25-29,50K-60K,30000,0,2,0,0,0,,1,,
lead_54006,675,502300,Sangareddy,25-29,50K-60K,0,180708,1,0,0,0,,1,555000.0,185185.0
lead_54493,510,500013,Hyderabad,40-44,100K and 150K,278000,15401,2,0,0,0,,2,,
lead_54493,510,500092,Rangareddy,40-44,100K and 150K,645000,399001,4,0,0,0,,2,930000.0,287755.0
lead_46357,794,562157,Bangalore,30-34,200K-250K,868000,14787,2,0,0,0,,0,,
lead_54073,690,500074,Rangareddy,35-39,40K-50K,207000,174263,3,0,0,0,,0,,
lead_54073,701,508114,Nalgonda,35-39,40K-50K,207000,159968,3,0,0,0,,0,,
lead_62608,777,500019,Rangareddy,45-49,30K-40K,20000,49530,3,0,0,0,,0,,
lead_59280,856,560048,Bangalore,45-49,300K and Above,800000,2536,2,0,0,0,,0,,
lead_49882,798,500056,Hyderabad,25-29,50K-60K,115000,34763,1,0,0,0,,0,,
lead_49882,772,500056,Hyderabad,25-29,50K-60K,115000,49967,1,0,0,0,,0,,
lead_62557,720,500013,Hyderabad,50-54,100K and 150K,0,0,0,0,0,0,,3,,
lead_62557,734,500013,Hyderabad,50-54,100K and 150K,0,0,0,0,0,0,,3,2378000.0,0.0
lead_55862,765,504220,Mancherial,30-34,30K-40K,166000,34790,3,0,0,0,,0,,
lead_55862,800,504220,Mancherial,30-34,30K-40K,166000,11807,3,0,0,0,,0,,
lead_50015,597,500076,Rangareddy,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_50015,606,500076,Rangareddy,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_55133,510,500070,Rangareddy,55-59,100K and 150K,175000,85726,2,1000000,263692,1,,2,,
lead_55133,510,500070,Rangareddy,55-59,100K and 150K,175000,85726,2,1000000,263692,1,,2,1320000.0,0.0
lead_54191,510,500055,Hyderabad,45-49,50K-60K,0,0,0,0,0,0,,0,,
lead_54191,510,500055,Hyderabad,45-49,50K-60K,0,0,0,0,0,0,,0,,
lead_54835,510,560001,Bangalore,50-54,150K-200K,10000,159552,3,0,0,0,,0,,
lead_54835,510,560001,Bangalore,50-54,150K-200K,0,159552,2,0,0,0,,0,,
lead_54579,18,500083,Rangareddy,60 and Above,70K-80K,0,0,0,0,0,0,,4,,
lead_54579,18,500038,Hyderabad,20-24,70K-80K,0,0,0,0,0,0,,4,1857000.0,0.0
lead_54216,833,560068,Bangalore,30-34,200K-250K,995000,50515,5,0,0,0,,0,,
lead_54216,833,800013,Patna,30-34,200K-250K,995000,16731,5,0,0,0,,0,,
lead_55665,745,500097,Rangareddy,45-49,60K-70K,429000,344810,5,0,0,0,,0,,
lead_55665,745,500097,Rangareddy,45-49,60K-70K,429000,343110,5,0,0,0,,0,,
lead_54932,791,500028,Hyderabad,35-39,40K-50K,90000,11324,2,0,0,0,,1,450000.0,0.0
lead_53919,510,500053,Hyderabad,35-39,40K-50K,10000,0,1,0,0,0,,0,,
lead_53919,510,500053,Hyderabad,35-39,40K-50K,10000,0,1,0,0,0,,0,,
lead_56407,510,500090,Rangareddy,55-59,50K-60K,0,0,0,0,0,0,,0,,
lead_56407,510,500085,Hyderabad,60 and Above,60K-70K,0,0,0,0,0,0,,0,,
lead_56320,728,500072,Hyderabad,30-34,80K-100K,0,0,0,0,0,0,,0,,
lead_56320,695,500072,Hyderabad,30-34,80K-100K,0,0,0,0,0,0,,0,,
lead_56349,738,500026,Hyderabad,50-54,40K-50K,0,0,0,0,0,0,,0,,
lead_56349,743,500026,Hyderabad,50-54,40K-50K,0,0,0,0,0,0,,0,,
lead_55744,680,500028,Hyderabad,55-59,30K-40K,120000,21905,4,0,0,0,,0,,
lead_55799,805,500029,Hyderabad,40-44,80K-100K,0,0,0,1600000,1046044,1,"3,047/Monthly",2,,
lead_55799,805,500029,Hyderabad,40-44,80K-100K,0,0,0,1600000,481761,1,"3,047/Monthly",2,1400000.0,226857.0
lead_54126,674,500012,Hyderabad,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_54126,678,500012,Hyderabad,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_57062,766,500072,Hyderabad,45-49,60K-70K,280000,113433,5,0,0,0,,0,,
lead_57062,790,500072,Hyderabad,45-49,60K-70K,410000,117263,6,0,0,0,,0,,
lead_56539,751,247001,Saharanpur,35-39,60K-70K,0,0,0,0,0,0,,0,,
lead_56539,756,500049,Trimulgherry,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_36090,855,560087,Bangalore,45-49,200K-250K,761000,124295,9,0,0,0,,1,,
lead_36090,855,560087,Bangalore,45-49,200K-250K,761000,115960,9,0,0,0,,1,,
lead_50009,723,500032,Rangareddy,30-34,150K-200K,151000,223716,5,0,0,0,,0,,
lead_50009,709,500019,Rangareddy,30-34,150K-200K,151000,225278,5,0,0,0,,0,,
lead_55637,812,500050,Hyderabad,35-39,150K-200K,615000,120633,6,0,0,0,,0,,
lead_55637,813,502032,Sangareddy,35-39,150K-200K,615000,222561,6,0,0,0,,0,,
lead_49986,777,500050,Hyderabad,45-49,60K-70K,0,0,0,0,0,0,,2,,
lead_49986,777,500050,Hyderabad,50-54,60K-70K,0,0,0,0,0,0,,2,1070000.0,0.0
lead_54681,797,500018,Rangareddy,30-34,40K-50K,20000,0,1,0,0,0,,0,,
lead_54681,773,500018,Rangareddy,30-34,40K-50K,20000,0,1,0,0,0,,0,,
lead_44835,830,560066,Bangalore,35-39,200K-250K,510000,42158,4,0,0,0,,0,,
lead_56661,510,500018,Rangareddy,45-49,150K-200K,5000,8,1,0,0,0,,2,,
lead_56661,510,500072,Hyderabad,50-54,150K-200K,0,0,0,0,0,0,,2,1992998.0,937742.0
lead_54919,510,500003,Hyderabad,40-44,50K-60K,0,0,1,0,0,0,,0,,
lead_54919,510,500003,Hyderabad,40-44,50K-60K,0,0,1,0,0,0,,0,,
lead_54440,655,500055,Hyderabad,60 and Above,40K-50K,0,0,0,0,0,0,,0,,
lead_54440,639,508105,Bhongir,20-24,40K-50K,0,168060,1,0,0,0,,0,,
lead_56347,527,500034,Hyderabad,40-44,100K and 150K,751000,732449,3,0,0,0,,2,,
lead_56347,510,500034,Hyderabad,40-44,100K and 150K,477000,445688,2,0,0,0,,2,1214150.0,0.0
lead_54303,766,560001,Bangalore,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_54303,770,560001,Bangalore,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_49936,18,500082,Hyderabad,60 and Above,50K-60K,0,0,0,0,0,0,,0,,
lead_49936,18,500082,Hyderabad,Less than 20,70K-80K,0,0,0,0,0,0,,0,,
lead_55051,719,500027,Hyderabad,30-34,60K-70K,0,0,0,0,0,0,,0,,
lead_55051,727,500027,Hyderabad,30-34,70K-80K,0,0,0,0,0,0,,0,,
lead_39039,798,560061,Bangalore,35-39,150K-200K,594000,459756,6,0,0,0,,2,,
lead_54613,739,500055,Hyderabad,40-44,150K-200K,775368,731616,10,0,0,0,,1,,
lead_54613,548,500008,Hyderabad,40-44,150K-200K,797368,714141,9,0,0,0,,1,1206000.0,0.0
lead_54085,840,500032,Rangareddy,60 and Above,50K-60K,0,0,0,0,0,0,,2,,
lead_54085,840,500032,Rangareddy,20-24,50K-60K,0,0,0,0,0,0,,2,746590.0,0.0
lead_62671,665,500081,Hyderabad,50-54,40K-50K,85000,79068,4,0,0,0,,0,,
lead_62671,716,500081,Hyderabad,50-54,40K-50K,85000,59051,4,0,0,0,,0,,
lead_56508,573,500044,Hyderabad,50-54,40K-50K,40000,0,2,0,0,0,,0,,
lead_56508,510,500044,Hyderabad,50-54,40K-50K,40000,0,2,0,0,0,,0,,
lead_55203,510,500024,Hyderabad,35-39,100K and 150K,0,38890,1,0,0,0,,0,,
lead_55203,510,500024,Hyderabad,35-39,100K and 150K,0,38890,1,0,0,0,,0,,
lead_55633,510,500060,Rangareddy,45-49,60K-70K,0,0,0,0,0,0,,1,,
lead_55633,510,500016,Hyderabad,45-49,60K-70K,0,0,0,0,0,0,,1,600000.0,0.0
lead_55472,757,500060,Rangareddy,50-54,60K-70K,0,0,0,0,0,0,,0,,
lead_55472,757,500060,Rangareddy,50-54,70K-80K,0,0,0,0,0,0,,0,,
lead_55287,707,500012,Hyderabad,45-49,100K and 150K,60000,0,1,0,0,0,,1,,
lead_55287,707,500012,Hyderabad,45-49,100K and 150K,60000,0,1,0,0,0,,1,1190000.0,0.0
lead_55716,576,500010,Hyderabad,40-44,150K-200K,1000000,248019,8,0,0,0,,2,,
lead_55716,576,500038,Hyderabad,40-44,150K-200K,836000,177658,7,0,0,0,,2,1500000.0,658230.0
lead_55158,706,500008,Hyderabad,55-59,Less than 30K,0,0,0,0,0,0,,0,,
lead_55158,695,500008,Hyderabad,55-59,Less than 30K,0,0,0,0,0,0,,0,,
lead_55493,510,560001,Bangalore,50-54,40K-50K,30000,0,1,0,0,0,,0,,
lead_55493,510,560001,Bangalore,50-54,40K-50K,30000,0,1,0,0,0,,0,,
lead_54943,765,500078,Hyderabad,60 and Above,50K-60K,0,0,0,0,0,0,,0,,
lead_54943,765,500078,Hyderabad,20-24,50K-60K,0,0,0,0,0,0,,0,,
lead_43589,835,560049,Bangalore,45-49,200K and 250K,216000,43742,2,4980000,4294775,1,,1,,
lead_37600,704,560043,Bangalore,30-34,200K-250K,2420000,280440,9,0,0,0,,0,,
lead_36331,711,560066,Bangalore,30-34,150K and 200K,213000,42723,3,4352301,2008669,2,,0,,
lead_29248,786,560064,Bangalore,40-44,600K and Above,2480000,528039,8,6500000,6172991,1,"59,228/Monthly",0,,
lead_29248,786,560008,Bangalore,40-44,600K and Above,2480000,746788,8,6500000,6172991,1,"59,228/Monthly",0,,
lead_53420,855,560076,Bangalore,40-44,600K and Above,4135000,214472,7,0,0,0,,1,,
lead_10745,879,560064,Bangalore,60 and Above,600K and Above,3554000,1892161,9,0,0,0,0,2,1273098,0
lead_2867,714,560045,Bangalore,50-54,500K-600K,2447000,560562,7,10455833,2598270,1,"1,04,867/Monthly",2,1673000.0,0.0
lead_2867,714,560045,Bangalore,50-54,500K-600K,2447000,560562,7,10455833,2598270,1,"1,04,867/Monthly",2,1673000.0,0.0
lead_35881,855,560066,Bangalore,45-49,150K-200K,365000,71875,5,3320076,773628,1,"11,942/Monthly",1,,
lead_62317,845,560064,Bangalore,40-44,600K and Above,779000,81204,5,26602154,25356570,3,"29,293/Monthly",3,,
lead_62459,879,560085,Bangalore,55-59,500K-600K,7770000,108255,17,0,0,0,,0,,
lead_53351,855,560035,Bangalore,40-44,600K and Above,3976999,280691,8,11600000,9296951,1,"1,03,437/Monthly",3,,
lead_46994,812,560043,Bangalore,30-34,150K-200K,310000,15391,2,0,0,0,,0,,
lead_58225,803,560102,Bangalore,25-29,500K-600K,7653000,11048,16,4426692,4340661,2,995/Monthly,0,,
lead_38913,835,560066,Bangalore,40-44,250K-300K,789000,12049,5,2800000,1585167,1,"25,848/Monthly",0,,
lead_7058,786,560063,Bangalore,45-49,400K-500K,2546239,304160,13,8389196,5663747,2,"37,746/Monthly",3,,
lead_7058,786,560078,Bangalore,45-49,400K-500K,2546239,299672,13,8389196,5701493,2,"37,746/Monthly",3,,
lead_7058,786,560078,Bangalore,45-49,400K-500K,3346239,168339,14,8389196,5587149,2,"37,746/Monthly",3,983000.0,0.0
lead_10133,868,560077,Bangalore,45-49,300K-400K,728000,5060,4,0,0,0,,1,482000.0,0.0
lead_2897,628,560064,Bangalore,45-49,300K-400K,5669000,254946,22,0,0,0,,0,,
lead_44061,777,560087,Bangalore,40-44,250K-300K,0,0,0,10000000,8515733,2,"37,978/Monthly",0,,
lead_44061,777,560087,Bangalore,40-44,250K-300K,0,0,0,10000000,8515733,2,"37,978/Monthly",0,,
lead_27453,710,562110,Bangalore,30-34,300K-400K,343300,289781,5,6250000,6220426,1,"48,447/Monthly",0,,
lead_36817,855,560087,Bangalore,40-44,150K-200K,954000,146671,7,3493000,2731491,2,"24,496/Monthly",1,,
lead_44278,18,560067,Bangalore,45-49,200K-250K,0,0,0,0,0,0,,0,,
lead_14012,18,560076,Bangalore,55-59,300K-400K,0,0,0,0,0,0,,1,,
lead_14012,18,560076,Bangalore,55-59,300K-400K,0,0,0,0,0,0,,1,500000.0,0.0
lead_38166,875,560087,Bangalore,40-44,200K-250K,475000,68416,2,2630574,-197913,1,,0,,
lead_38166,875,560087,Bangalore,40-44,200K-250K,475000,68416,2,2630574,-197913,1,,0,,
lead_26797,841,560077,Bangalore,45-49,250K-300K,500000,1565,1,0,0,0,,0,,
lead_5834,844,562114,Bangalore,40-44,500K-600K,4753000,1668206,14,2870000,2675810,1,,0,,
lead_5834,844,562114,Bangalore,40-44,500K-600K,4753000,1668206,14,2870000,2675810,1,,1,339000.0,0.0
lead_57847,756,560066,Bangalore,45-49,300K-400K,3514500,2996906,18,0,0,0,,0,,
lead_57534,515,562125,Bangalore,35-39,400K-500K,150000,18631,7,7901163,7450264,1,"60,498/Monthly",1,1827560.0,1661142.0
lead_35869,812,560064,Bangalore,35-39,200K-250K,176000,62189,3,4050000,2680666,1,"46,075/Monthly",0,,
lead_62312,837,560048,Bangalore,40-44,600K and Above,3607000,479715,15,23576000,7459360,2,"29,999/Monthly",0,,
lead_58434,855,560103,Bangalore,50-54,500K-600K,3548500,95440,14,4989000,4535590,1,567/Monthly,0,,
lead_10735,786,560077,Bangalore,40-44,400K-500K,0,0,0,12738860,10075597,3,"1,867/Monthly",0,,
lead_31725,848,560043,Bangalore,40-44,400K-500K,1305000,252548,10,5215000,2612092,2,"34,391/Monthly",2,,
lead_31725,848,560043,Bangalore,40-44,400K-500K,1430000,307484,10,3215000,3143070,1,"34,391/Monthly",0,,
lead_2131,704,560064,Bangalore,25-29,300K-400K,687000,510644,2,6085000,5966652,1,"46,452/Monthly",0,,
lead_28432,764,560064,Bangalore,40-44,400K-500K,500000,0,1,17867000,17244049,3,,1,1200000.0,0.0
lead_53617,844,560103,Bangalore,45-49,600K and Above,6516500,819676,10,14922000,13274475,1,"1,28,560/Monthly",2,,
lead_41628,855,560049,Bangalore,40-44,250K-300K,969000,118232,2,5050000,4264049,1,"42,523/Monthly",0,,
lead_41628,855,560049,Bangalore,40-44,250K-300K,969000,78761,2,5050000,4264049,1,"42,523/Monthly",0,,
lead_27734,789,560045,Bangalore,30-34,250K-300K,1608000,525627,6,2600000,2482991,1,"25,909/Monthly",0,,
lead_29484,820,560063,Bangalore,45-49,400K-500K,500000,-2,2,9000000,8173749,1,"79,642/Monthly",3,,
lead_29484,820,560001,Bangalore,45-49,400K-500K,500000,-2,2,9000000,8124400,1,"79,642/Monthly",3,5099282.0,410092.0
lead_29484,820,560001,Bangalore,45-49,400K-500K,500000,-2,2,9000000,8087095,1,"79,642/Monthly",3,5099282,330973
lead_14658,864,560017,Bangalore,30-34,300K-400K,1559000,76064,7,0,0,0,,0,,
lead_14658,864,560017,Bangalore,30-34,300K-400K,1559000,64920,7,0,0,0,,0,,
lead_4905,510,560064,Bangalore,35-39,300K-400K,90000,91508,1,10856381,10715844,2,,1,437393.0,0.0
lead_62925,814,560067,Bangalore,35-39,600K and Above,70000,26959,2,14930272,14012133,1,"1,48,027/Monthly",0,,
lead_6701,695,560092,Bangalore,45-49,250K-300K,238900,144113,4,0,0,0,,5,6195000.0,2322397.0
lead_59064,839,560037,Bangalore,30-34,300K-400K,38000,0,1,14230000,7719330,2,"3,278/Monthly",1,,
